Name,Title,Type
STAR,,Hash
#AsharamBapuGurukulNumber1,,
#AsharamBapujiNumber1,,
STAR,,Keyword
Sant Shri Asharamji Bapu,,
50 years of Sewa ,,
STAR,Images for Sewa .. any Title,Image
https://play-lh.googleusercontent.com/8VZVDAXJ_QrYysbODWUsdp-rStQYmviOFCTFZ_0IRGLfVwQSI4-oirMD_cLWbsAzQnQ=s180-rw,,
https://scontent.fknu1-2.fna.fbcdn.net/v/t1.18169-9/1017165_947734101986640_7686282049143899472_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=e3f864&_nc_ohc=WRyqdFHVBXAAX8InRpH&_nc_ht=scontent.fknu1-2.fna&oh=00_AT8kj1WtEkFS80umhHVeUkb8ovc47P84TmSXYYD_xzf68Q&oe=62724CB1,,
https://scontent.fixr3-2.fna.fbcdn.net/v/t1.18169-9/12079232_904760516283999_8451642811480033242_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=19026a&_nc_ohc=J6QDbSBu3OwAX_Noff8&_nc_ht=scontent.fixr3-2.fna&oh=00_AT-GzZtNu-bc1YaMmmuezCIrIJ4sQULNu4y_sX30hyjMqQ&oe=62724D9D,,
https://scontent.fccu2-1.fna.fbcdn.net/v/t1.18169-9/17993_814279421998776_5584219745185221361_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=19026a&_nc_ohc=5nKHQY2qGPoAX-y1O-A&_nc_ht=scontent.fccu2-1.fna&oh=00_AT9a3aXel-ioTh5VQMZSOSwfHZhlgrKYQosZ0ePpTOZC6A&oe=62729EA1,,
https://play-lh.googleusercontent.com/8VZVDAXJ_QrYysbODWUsdp-rStQYmviOFCTFZ_0IRGLfVwQSI4-oirMD_cLWbsAzQnQ=s180-rw,,
https://scontent.fknu1-2.fna.fbcdn.net/v/t1.18169-9/1017165_947734101986640_7686282049143899472_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=e3f864&_nc_ohc=WRyqdFHVBXAAX8InRpH&_nc_ht=scontent.fknu1-2.fna&oh=00_AT8kj1WtEkFS80umhHVeUkb8ovc47P84TmSXYYD_xzf68Q&oe=62724CB1,,
https://scontent.fixr3-2.fna.fbcdn.net/v/t1.18169-9/12079232_904760516283999_8451642811480033242_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=19026a&_nc_ohc=J6QDbSBu3OwAX_Noff8&_nc_ht=scontent.fixr3-2.fna&oh=00_AT-GzZtNu-bc1YaMmmuezCIrIJ4sQULNu4y_sX30hyjMqQ&oe=62724D9D,,
https://play-lh.googleusercontent.com/8VZVDAXJ_QrYysbODWUsdp-rStQYmviOFCTFZ_0IRGLfVwQSI4-oirMD_cLWbsAzQnQ=s180-rw,,
https://scontent.fknu1-2.fna.fbcdn.net/v/t1.18169-9/1017165_947734101986640_7686282049143899472_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=e3f864&_nc_ohc=WRyqdFHVBXAAX8InRpH&_nc_ht=scontent.fknu1-2.fna&oh=00_AT8kj1WtEkFS80umhHVeUkb8ovc47P84TmSXYYD_xzf68Q&oe=62724CB1,,
https://scontent.fixr3-2.fna.fbcdn.net/v/t1.18169-9/12079232_904760516283999_8451642811480033242_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=19026a&_nc_ohc=J6QDbSBu3OwAX_Noff8&_nc_ht=scontent.fixr3-2.fna&oh=00_AT-GzZtNu-bc1YaMmmuezCIrIJ4sQULNu4y_sX30hyjMqQ&oe=62724D9D,,
https://scontent.fccu2-1.fna.fbcdn.net/v/t1.18169-9/17993_814279421998776_5584219745185221361_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=19026a&_nc_ohc=5nKHQY2qGPoAX-y1O-A&_nc_ht=scontent.fccu2-1.fna&oh=00_AT9a3aXel-ioTh5VQMZSOSwfHZhlgrKYQosZ0ePpTOZC6A&oe=62729EA1,,
STAR,Images for  .. any Title 2,Image
https://t.co/CA0tyMeU4n,,
https://t.co/s1a4zSrylL,,
https://t.co/I1odGquZE8,,
https://t.co/8DOSUvQbK8,,
https://t.co/bmG6cQ6RZd,,
https://t.co/vYgtwvEj8z,,
STAR,Twitter Handle for Sewa,Link
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
https://twitter.com/asharamjibapu_,,
STAR,Video You can Download,Video
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp4,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp5,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp6,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp7,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp8,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp9,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp10,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp11,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp12,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp13,,
https://sample-videos.com/video123/mp4/480/big_buck_bunny_480p_2mb.mp14,,
STAR,Twitter Video,VideoTwitter
https://twitter.com/i/status/1501731450403504128,,
https://twitter.com/i/status/1501731450403504129,,
https://twitter.com/i/status/1501731450403504130,,
https://twitter.com/i/status/1501731450403504131,,
https://twitter.com/i/status/1501731450403504132,,
https://twitter.com/i/status/1501731450403504133,,
STAR,Youtube Video ,VideoYoutube
https://www.youtube.com/watch?v=oYxMt-krflw,,
https://www.youtube.com/watch?v=oYxMt-krflw,,
https://www.youtube.com/watch?v=oYxMt-krflw,,
https://www.youtube.com/watch?v=oYxMt-krflw,,
https://www.youtube.com/watch?v=oYxMt-krflw,,
https://www.youtube.com/watch?v=oYxMt-krflw,,